country_name,country_code,series_name,series_code,year,value
Uruguay,URY,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1990,0.0
Armenia,ARM,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1990,2170.25904717637
Armenia,ARM,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1990,2711.89551727866
Armenia,ARM,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,1990,100.655901252316
Armenia,ARM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1990,1644.02214502158
Armenia,ARM,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,1990,100.0
Armenia,ARM,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1990,97.04
Armenia,ARM,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1990,2.1
Armenia,ARM,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1990,0.0
Armenia,ARM,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,1990,15.0067554526153
Armenia,ARM,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1990,0.0
Israel,ISR,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1990,2460.48176754989
Israel,ISR,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1990,4176.18025751073
Israel,ISR,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,1990,99.4552673460372
Israel,ISR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1990,100.0
Israel,ISR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1990,22395.1118825784
Israel,ISR,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,1990,100.0
Israel,ISR,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1990,97.19
Israel,ISR,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1990,5.8
Israel,ISR,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1990,0.0
Israel,ISR,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,1990,0.0143554407120299
Israel,ISR,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1990,0.0
Israel,ISR,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,1990,0.663368895684619
"Iran, Islamic Rep.",IRN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1990,1187.4644026572
"Iran, Islamic Rep.",IRN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1990,908.426112106846
"Iran, Islamic Rep.",IRN,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,1990,-169.655110872847
"Iran, Islamic Rep.",IRN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1990,3222.20102704478
"Iran, Islamic Rep.",IRN,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,1990,100.0
"Iran, Islamic Rep.",IRN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1990,98.93
"Iran, Islamic Rep.",IRN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1990,1.2
"Iran, Islamic Rep.",IRN,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1990,0.0
"Iran, Islamic Rep.",IRN,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,1990,10.2923758925248
"Iran, Islamic Rep.",IRN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1990,0.0
Russian Federation,RUS,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1990,5942.67811987717
Russian Federation,RUS,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1990,6687.72705622674
Russian Federation,RUS,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,1990,-46.920672678567
Russian Federation,RUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1990,100.0
Russian Federation,RUS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1990,7849.51904296875
Russian Federation,RUS,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,1990,96.5077237397438
Russian Federation,RUS,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1990,93.51
Russian Federation,RUS,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1990,3.8
Russian Federation,RUS,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1990,0.0060065499116575
Russian Federation,RUS,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,1990,15.3321344875766
Russian Federation,RUS,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1990,10.9323828815176
Bulgaria,BGR,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1990,3216.95690387597
Bulgaria,BGR,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1990,4758.73190255565
Bulgaria,BGR,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,1990,64.1361896367452
Bulgaria,BGR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1990,100.0
Bulgaria,BGR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1990,4427.01075492783
Bulgaria,BGR,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,1990,99.954661962427
Bulgaria,BGR,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1990,84.1
Bulgaria,BGR,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1990,1.8
Bulgaria,BGR,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1990,0.0
Bulgaria,BGR,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,1990,4.45646757314729
Bulgaria,BGR,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1990,34.7998386369569
Croatia,HRV,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1990,1983.33813559291
Croatia,HRV,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1990,2966.2776658612
Croatia,HRV,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,1990,40.9558740121754
Croatia,HRV,Access to electricity (% of population),EG.ELC.ACCS.ZS,1990,100.0
Croatia,HRV,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1990,9753.60487836725
Croatia,HRV,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,1990,99.9999999996368
Croatia,HRV,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1990,81.08
Croatia,HRV,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1990,21.6
Croatia,HRV,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1990,2.25402907697509
Croatia,HRV,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,1990,44.2691310717908
Croatia,HRV,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1990,0.0
Iceland,ISL,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1990,9058.44053572426
Iceland,ISL,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1990,16148.2737240313
Iceland,ISL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1990,100.0
Iceland,ISL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1990,35416.9516852498
Iceland,ISL,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,1990,22.8226544450419
Iceland,ISL,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1990,29.82
Iceland,ISL,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1990,54.7
Iceland,ISL,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1990,6.65188470066519
Iceland,ISL,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,1990,93.2150776053215
Iceland,ISL,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1990,0.0
Iceland,ISL,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,1990,0.0011127160983922
Canada,CAN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1990,7639.18628177217
Canada,CAN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1990,16182.5057532847
Canada,CAN,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,1990,-28.0437790169956
Canada,CAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1990,100.0
Canada,CAN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1990,31700.5462613508
Canada,CAN,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,1990,16.2129160758206
Canada,CAN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1990,73.52
Canada,CAN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1990,22.6
Canada,CAN,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1990,0.796359499431172
Canada,CAN,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,1990,61.5138497754735
Canada,CAN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1990,15.1204693195405
Canada,CAN,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,1990,9.98614938509996
Gabon,GAB,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1990,1201.08359172965
Gabon,GAB,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1990,887.435018002834
Gabon,GAB,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,1990,-1029.21829832825
Gabon,GAB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1990,8354.26309000876
Gabon,GAB,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,1990,100.0
Gabon,GAB,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1990,32.01
Gabon,GAB,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1990,78.3
Gabon,GAB,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1990,0.306748466257669
Gabon,GAB,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,1990,72.0858895705521
Gabon,GAB,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1990,0.0
Hungary,HUN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1990,2774.66774826857
Hungary,HUN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1990,3426.55110069532
Hungary,HUN,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,1990,49.1978551940681
Hungary,HUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1990,100.0
Hungary,HUN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1990,8646.44754431988
Hungary,HUN,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,1990,100.0
Hungary,HUN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1990,81.61
Hungary,HUN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1990,3.9
Hungary,HUN,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1990,0.0597833731889155
Hungary,HUN,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,1990,0.625967083978056
Hungary,HUN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1990,48.2873821915881
Luxembourg,LUX,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1990,8874.23375252759
Luxembourg,LUX,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1990,13667.6705512636
Luxembourg,LUX,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,1990,103.36422907489
Luxembourg,LUX,Access to electricity (% of population),EG.ELC.ACCS.ZS,1990,100.0
Luxembourg,LUX,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1990,66027.0750081087
Luxembourg,LUX,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,1990,100.0
Luxembourg,LUX,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1990,89.17
Luxembourg,LUX,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1990,1.7
Luxembourg,LUX,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1990,-53.7400145243283
Luxembourg,LUX,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,1990,59.7676107480029
Luxembourg,LUX,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1990,0.0
India,IND,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1990,323.904379836458
India,IND,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1990,270.904653711417
India,IND,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,1990,11.2921763744954
India,IND,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1990,537.870269533789
India,IND,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,1990,99.9999999999999
India,IND,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1990,58.67
India,IND,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1990,53.0
India,IND,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1990,0.0114001450927557
India,IND,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,1990,24.7538605036791
India,IND,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1990,2.12146336407918
India,IND,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,1990,2.92531077746134
Indonesia,IDN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1990,461.47874965682
Indonesia,IDN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1990,160.674787896909
Indonesia,IDN,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,1990,-81.5396591697552
Indonesia,IDN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1990,1470.91822258528
Indonesia,IDN,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,1990,97.6569578665325
Indonesia,IDN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1990,62.25
Indonesia,IDN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1990,59.2
Indonesia,IDN,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1990,3.44384240977133
Indonesia,IDN,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,1990,17.4732910888664
Indonesia,IDN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1990,0.0
Indonesia,IDN,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,1990,43.7744774794227
Guatemala,GTM,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1990,488.840526784134
Guatemala,GTM,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1990,193.467470040521
Guatemala,GTM,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,1990,26.3323732594147
Guatemala,GTM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1990,2741.53805545416
Guatemala,GTM,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,1990,100.0
Guatemala,GTM,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1990,27.86
Guatemala,GTM,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1990,75.0
Guatemala,GTM,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1990,13.7349397590361
Guatemala,GTM,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,1990,82.7951807228916
Guatemala,GTM,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1990,0.0
Ecuador,ECU,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1990,604.385185437681
Ecuador,ECU,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1990,469.558291537267
Ecuador,ECU,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,1990,-159.275931026677
Ecuador,ECU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1990,3919.71758067093
Ecuador,ECU,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,1990,99.9810706530859
Ecuador,ECU,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1990,78.21
Ecuador,ECU,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1990,24.2
Ecuador,ECU,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1990,0.0
Ecuador,ECU,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,1990,78.5478028035911
Ecuador,ECU,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1990,0.0
Ecuador,ECU,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,1990,51.8951517373859
Kazakhstan,KAZ,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1990,4281.89445289382
Kazakhstan,KAZ,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1990,5627.53271034357
Kazakhstan,KAZ,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,1990,-22.6299897050092
Kazakhstan,KAZ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1990,5557.08215736977
Kazakhstan,KAZ,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,1990,97.9748102691165
Kazakhstan,KAZ,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1990,96.95
Kazakhstan,KAZ,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1990,1.4
Kazakhstan,KAZ,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1990,0.0
Kazakhstan,KAZ,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,1990,8.42994312134495
Kazakhstan,KAZ,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1990,0.0
Colombia,COL,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1990,751.443375175586
Colombia,COL,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1990,889.393915900734
Colombia,COL,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,1990,-89.2748559441356
Colombia,COL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1990,89.9
Colombia,COL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1990,3714.1849928328
Colombia,COL,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,1990,99.6968906582897
Colombia,COL,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1990,67.58
Colombia,COL,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1990,38.1
Colombia,COL,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1990,0.75363753885084
Colombia,COL,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,1990,75.6305525758451
Colombia,COL,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1990,0.0
Costa Rica,CRI,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1990,537.209043385466
Costa Rica,CRI,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1990,1071.20914013043
Costa Rica,CRI,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,1990,62.0013387834162
Costa Rica,CRI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1990,6037.0511166847
Costa Rica,CRI,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,1990,99.9999999981167
Costa Rica,CRI,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1990,58.53
Costa Rica,CRI,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1990,45.4
Costa Rica,CRI,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1990,0.0
Costa Rica,CRI,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,1990,97.520184544406
Costa Rica,CRI,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1990,0.0
Cameroon,CMR,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1990,439.606062625838
Cameroon,CMR,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1990,206.939378940066
Cameroon,CMR,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,1990,-122.147319566374
Cameroon,CMR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1990,1360.47765296011
Cameroon,CMR,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,1990,100.0
